accession,description,gene_name,unique_peptides,control_1,control_2,control_3,lowDO_1,lowDO_2,lowDO_3,lowTEMP_1,lowTEMP_2,lowTEMP_3,low_TEMP_DO_1,low_TEMP_DO_2,low_TEMP_DO_3,antibody_mass_da,protein_mass_da,control_1 ppm,control_2 ppm,control_3 ppm,lowDO_1 ppm,lowDO_2 ppm,lowDO_3 ppm,lowTEMP_1 ppm,lowTEMP_2 ppm,lowTEMP_3 ppm,low_TEMP_DO_1 ppm,low_TEMP_DO_2 ppm,low_TEMP_DO_3 ppm,species,gene_name_lower,control_mean,control_std,control_cv_pct,control_detected,control_mean_ppm,lowDO_mean,lowDO_std,lowDO_cv_pct,lowDO_detected,lowDO_mean_ppm,lowTEMP_mean,lowTEMP_std,lowTEMP_cv_pct,lowTEMP_detected,lowTEMP_mean_ppm,low_TEMP_DO_mean,low_TEMP_DO_std,low_TEMP_DO_cv_pct,low_TEMP_DO_detected,low_TEMP_DO_mean_ppm,overall_mean_abundance,abundance_rank,lowDO_log2fc,lowDO_responsive,lowTEMP_log2fc,lowTEMP_responsive,low_TEMP_DO_log2fc,low_TEMP_DO_responsive,num_conditions_responsive,hcp_risk
G3GW11,Non-specific lipid-transfer protein OS=Cricetulus griseus OX=10029 GN=I79_001919 PE=3 SV=1,SCP2,1,154.60963875,113.73318949,104.073881219,1171.3449859,1015.1256211,1185.4211427999999,943.0602418999999,932.9953975999999,988.6760420999999,705.5998367,880.706011,1214.751988,149980.536284,58893,0.013767077483059241,0.010022143115451238,0.009170967039915823,0.12857841336366918,0.10177879317516217,0.12526416585133762,0.09645201683802485,0.09504093870752164,0.1053482519608823,0.0727499572993311,0.09043790723685492,0.13147289680862956,Cricetulus griseus,scp2,124.138903153,26.826756325267205,21.61,3,0.011,1123.9639166,94.51912755510038,8.41,3,0.1185,954.9105605333333,29.67163766574891,3.11,3,0.0989,933.6859452333333,258.67766306134894,27.7,3,0.0982,784.1748313799167,581,3.1683,True,2.9333,True,2.901,True,3,Medium
G3I989,Non-specific serine/threonine protein kinase OS=Cricetulus griseus OX=10029 GN=I79_020123 PE=4 SV=1,UNKNOWN,1,1089.4537693,1199.114507162,22.789358018999998,608.06797305,737.340794194,922.60707258,479.61108121,619.91208622,760.74174197,65.764648631,76.61788226,80.85280384,149980.536284,62505,0.09140351881009755,0.09955955736694345,0.0018921448981701926,0.06289038993788348,0.06965538362429373,0.09185861215747369,0.046217878259779306,0.05949907824347419,0.0763764535217333,0.006388747050976784,0.007413078611968571,0.008245037152975487,Cricetulus griseus,unknown,770.452544827,649.8127038139761,84.34,3,0.0643,756.0052799413334,158.09801881884897,20.91,3,0.0748,620.0883031333334,140.56541322152816,22.67,3,0.0607,74.41177824366666,7.782241200379236,10.46,3,0.0073,555.2394765363333,657,-0.0273,False,-0.3128,False,-3.3547,True,1,Trace
G3HCA0,Nuclear factor 1 OS=Cricetulus griseus OX=10029 GN=I79_008105 PE=3 SV=1,NFIB,1,23.711607808,23.262160955,27.039642587,375.3125129,359.2530964,397.7948943,102.97389705,81.96682989,85.10608634,63.37241667000001,74.6543465,157.67864757,149980.536284,62745,0.001981758586174209,0.001924012955804596,0.002236448400402434,0.038668812708553275,0.033808241494763865,0.0394546268771816,0.009885157205641376,0.007837073299483051,0.008511742901920277,0.00613280412864467,0.007195470480877257,0.016017917555617805,Cricetulus griseus,nfib,24.671137116666667,2.063459289801254,8.36,3,0.002,377.45350119999995,19.359892032670633,5.13,3,0.0373,90.01560442666666,11.33144931368746,12.59,3,0.0087,98.56847024666668,51.50077943652109,52.25,3,0.0098,147.6771782475,877,3.8819,True,1.826,True,1.9555,True,3,Medium
G3I5Q0,Nuclear factor interleukin-3-regulated protein OS=Cricetulus griseus OX=10029 GN=H671_5g13706 PE=4 SV=1,LOC107979131,1,503.62626470000004,590.6673815,709.2806305,940.0576024000001,934.1449263,1094.6879611,499.00688360000004,526.9956774,569.4294987000001,558.1648757,664.4782563,820.3673395000001,149980.536284,30473,0.08666864931493148,0.10059232268674173,0.12079249386943104,0.1994280173203119,0.1810090267251578,0.2235594280514926,0.09863405317754537,0.10374967258333852,0.1172632026004436,0.11122060186070101,0.1318708433972369,0.17159532103930072,Cricetulus griseus,loc107979131,601.1914255666667,103.2303064549743,17.17,3,0.1027,989.6301632666667,91.03073985669909,9.2,3,0.2013,531.8106865666667,35.457360510012606,6.67,3,0.1065,681.0034905000001,131.88004219638853,19.37,3,0.1382,700.9089414750001,605,0.7181,False,-0.1766,False,0.1796,False,0,Trace
G3GYM0,Nuclear pore complex protein Nup160 OS=Cricetulus griseus OX=10029 GN=I79_002900 PE=4 SV=1,UNKNOWN,1,397.5033906,417.9212314,422.4537126,279.2111789,337.55504924,345.0692527,195.09493549,201.18014684,235.18176133000003,230.59233353,258.48047326,325.0795099,149980.536284,136997,0.015215935180474404,0.015831440657628038,0.016003137383609724,0.013175547245783466,0.014549053379003021,0.015675199107114686,0.008577692904389103,0.008809858993337685,0.010772824451028385,0.010220490908178342,0.011410374655742673,0.015124841449600638,Cricetulus griseus,unknown,412.62611153333336,13.291288981046849,3.22,3,0.0157,320.61182694666667,36.05032673114826,11.24,3,0.0145,210.48561455333333,21.602828483893962,10.26,3,0.0094,271.3841055633333,48.547239051861574,17.89,3,0.0123,303.77691464916666,776,-0.363,False,-0.9678,False,-0.6027,False,0,Trace
G3GS07,Nuclear pore membrane glycoprotein 210 OS=Cricetulus griseus OX=10029 GN=I79_000314 PE=4 SV=1,UNKNOWN,1,158.58417018,81.46098517,45.195043401,351.21142427,264.39859702,749.8073003,17.281692391,7.283715674,103.54526376999999,8.206428517,43.76911829,22.547952691,149980.536284,155357,0.005353007807226748,0.002721171358580576,0.001509722198865561,0.014614525698952462,0.010049154090509242,0.030035626686475653,0.0006700249875826362,0.00028126587998653335,0.004182504469431316,0.00032074604763810967,0.0017038061954422648,0.000925099785028099,Cricetulus griseus,unknown,95.08006625033335,57.908402197181665,60.9,3,0.0032,455.13910719666666,258.8554128541106,56.87,3,0.0182,42.703557278333335,52.92707077878014,123.94,3,0.0017,24.841166499333337,17.891907336857848,72.03,3,0.001,154.44097430616668,872,2.2472,True,-1.1365,True,-1.8946,True,3,Medium
G3HBK3,Nuclear receptor subfamily 2 group C member 1 OS=Cricetulus griseus OX=10029 GN=I79_007836 PE=3 SV=1,NR2C1,1,1454.4427641000002,1088.2127048,1207.3305871,3675.024432,4053.0458926,2617.7915746,2518.332751,2736.569918,2164.2711181,4013.024863,3798.5958410000003,2361.520088,149980.536284,66058,0.11546226792967768,0.08549199086813097,0.09485011071079016,0.3596513768778968,0.36229078368723655,0.24661955201084118,0.2296271565030542,0.24852839860746737,0.20560006348966714,0.368879379508454,0.3477610104605972,0.22786546806866376,Cricetulus griseus,nr2c1,1249.9953520000001,186.80558264329153,14.94,3,0.0986,3448.620633066667,743.9306079621912,21.57,3,0.3229,2473.0579290333335,288.8231919701569,11.68,3,0.2279,3391.0469306666673,898.0195383160467,26.48,3,0.3148,2640.680211191667,326,1.4634,True,0.9838,False,1.4391,True,2,Medium
G3IL93,Nucleoporin NUP188-like OS=Cricetulus griseus OX=10029 GN=I79_024656 PE=4 SV=1,UNKNOWN,1,117.88830068,172.97784726999998,150.528648222,296.8894242,278.38662022799997,99.97945325,346.11921926699995,482.92067448,205.84969802,535.43405335,439.86577112,36.880867460000005,149980.536284,137765,0.004487460925934693,0.006516113656462643,0.005670447377213652,0.013931656186936264,0.01193192864263196,0.004516372147896964,0.015132907377738454,0.02102963793159116,0.009376663675481291,0.023599621683450818,0.01930920941972035,0.0017063751670677095,Cricetulus griseus,unknown,147.13159872399999,27.701434887778667,18.83,3,0.0056,225.08516589266665,108.7389899740598,48.31,3,0.0101,344.96319725566667,138.5391056319207,40.16,3,0.0152,337.39356397666666,264.60203082721586,78.43,3,0.0149,263.64338146225,802,0.61,False,1.2237,True,1.1918,True,2,Medium
G3IIT5,Nucleosome assembly protein 1-like 4 OS=Cricetulus griseus OX=10029 GN=I79_023761 PE=3 SV=1,UNKNOWN,1,124.42242661,119.34272694999999,34.69847937,37.53730956,81.85873347,29.87502799,146.95593147,112.544931405,13.8067963,143.34561395,24.39721152,28.299771970000002,149980.536284,39431,0.01654739922666046,0.015707071666739632,0.004566776008225582,0.006154209381104967,0.012258248331890851,0.004715072654821591,0.022448373710393144,0.01712312563025832,0.002197314023615583,0.02207417934509104,0.0037418435179989613,0.004574645405667604,Cricetulus griseus,unknown,92.82121097666668,50.39979944627168,54.3,3,0.0123,49.75702367333333,28.063632491474515,56.4,3,0.0077,91.10255305833333,69.1158790799982,75.87,3,0.0139,65.34753248,67.57649761024201,103.41,3,0.0101,74.75708004708333,961,-0.8863,False,-0.0267,False,-0.4999,False,0,Trace
G3I467,Odorant-binding protein OS=Cricetulus griseus OX=10029 GN=I79_018243 PE=3 SV=1,UNKNOWN,1,1973.6335989,1889.8667202,2076.9433529999997,812.4930189,732.1675838000001,891.6748834,597.7973096000001,627.7387769000001,674.6287975,616.1407001,685.6892658,779.7502986,149980.536284,19527,0.5300292934744879,0.5022647626768937,0.5519836129912378,0.2689868376360145,0.22139925551917922,0.2841769619197446,0.18439705682553104,0.19285829550002406,0.2168035307869611,0.19159418346609297,0.21236113893762115,0.254526095196342,Cricetulus griseus,unknown,1980.1478906999998,93.70829009851873,4.73,3,0.5281,812.1118287,79.75433302271084,9.82,3,0.2582,633.3882946666668,38.726052877602584,6.11,3,0.198,693.8600881666666,82.11027301101556,11.83,3,0.2195,1029.8770255583333,524,-1.2848,True,-1.6429,True,-1.5115,True,3,Medium
G3IME9,Olfactomedin-like protein 2A OS=Cricetulus griseus OX=10029 GN=I79_025088 PE=4 SV=1,OLFML2A,1,1489.7936879000001,1038.1855939000002,1525.5910361,90.81898007,37.039339972,142.02118148,94.13119457,30.962551859999998,137.4591005,31.84698048,36.889540329000006,177.12162166000002,149980.536284,73598,0.10615219679681179,0.07320589337110818,0.10757446007039514,0.007977329392187676,0.002971655165551378,0.01200894810648364,0.0077037665281971665,0.00252386213358187,0.011720455389231547,0.0026274847128373606,0.003031240900772673,0.015339735049109739,Cricetulus griseus,olfml2a,1351.1901059666668,271.66013871215455,20.11,3,0.0956,89.95983384066666,52.496193774265585,58.36,3,0.0077,87.51761564333333,53.555422580000325,61.19,3,0.0073,81.95271415633334,82.45724691644018,100.62,3,0.007,402.65506740175005,725,-3.8939,True,-3.9332,True,-4.0269,True,3,Medium
G3HUG5,Olfactory receptor 10K2 OS=Cricetulus griseus OX=10029 GN=I79_014575 PE=3 SV=1,LOC100750789,1,815.3775195000001,520.35689533,1003.15963,1267.802421,982.0351876300001,1368.3754685,295.60210176,985.38149029,247.9453554,171.81595201,846.91560478,1061.8150983,149980.536284,35152,0.12164032251597028,0.07682248188063806,0.14810068472368246,0.2331569977424809,0.16495982810591078,0.2422551954611576,0.05065158420281301,0.1681702826104021,0.04426321335391141,0.02967914544931279,0.1457046180460899,0.19253564677822294,Cricetulus griseus,loc100750789,779.6313482766667,243.37822770135682,31.22,3,0.1155,1206.0710257100002,200.43147714122964,16.62,3,0.2135,509.6429824833333,412.6901225205066,80.98,3,0.0877,693.5155516966666,464.4063977958415,66.96,3,0.1226,797.2152270416667,575,0.6288,False,-0.6123,False,-0.1686,False,0,Trace
G3H6G3,Olfactory receptor 18 OS=Cricetulus griseus OX=10029 GN=I79_005922 PE=3 SV=1,UNKNOWN,1,453.3841113,482.634812,512.813996,491.1338445,410.40489890000003,454.0075961,258.3259738,288.6131952,351.790436,167.23667351,262.07302004,301.42448079999997,149980.536284,32069,0.07413951620862395,0.07810346217470258,0.08298727639075501,0.0990059652964522,0.07556632540440335,0.08810398680035962,0.04851971180942615,0.053991533000386394,0.06883916785976027,0.03166533243082006,0.04942197732304873,0.05991083812916256,Cricetulus griseus,unknown,482.94430643333334,29.716151146590665,6.15,3,0.0784,451.84877983333337,40.40774715542624,8.94,3,0.0876,299.576535,47.68697451360807,15.92,3,0.0571,243.57805811666665,68.97926948535846,28.32,3,0.047,369.4869198458333,747,-0.0958,False,-0.6871,False,-0.9845,False,0,Trace
G3ILY4,Olfactory receptor 2AG2 OS=Cricetulus griseus OX=10029 GN=I79_024910 PE=3 SV=1,UNKNOWN,1,1383.2820613,779.3506697,519.7273726999999,1743.6333377600001,3181.394696155,927.31921321,1427.68921839,2736.41455808,1005.3649986400001,2526.1506758200003,2941.91116827,179.85582773,149980.536284,35443,0.20466761995455615,0.11411414945494194,0.07609956517640766,0.3180325757139751,0.530015125384198,0.16282333389921114,0.24262679430983763,0.463176280694279,0.1780042156876911,0.43277954429387466,0.5019752463940552,0.032344938604338,Cricetulus griseus,unknown,894.1200345666666,443.0696112177908,49.55,3,0.1316,1950.7824157083335,1141.2261502763452,58.5,3,0.337,1723.1562583699997,902.5567700124252,52.38,3,0.2946,1882.63922394,1489.2339196972762,79.1,3,0.3224,1612.67448314625,431,1.1246,True,0.9457,False,1.0734,True,2,Medium
G3IMY1,Olfactory receptor 958 OS=Cricetulus griseus OX=10029 GN=I79_025288 PE=3 SV=1,UNKNOWN,1,28.8695374,47.75293818,39.21972073,671.14761703,1431.77447849,241.71230837000002,584.0326746,1188.0197348200002,403.7081482,691.1687307100001,856.90560276,91.93587965,149980.536284,25672,0.005897242542176771,0.009653336686844606,0.007928332441945437,0.1690072229637819,0.32931847700990236,0.05859450927658108,0.1370291601805897,0.27762517442237317,0.09868356089446483,0.16347913335630146,0.20186289607402863,0.02282641049525221,Cricetulus griseus,unknown,38.614065436666664,9.45625824548395,24.49,3,0.0078,781.5448012966666,602.6629621174569,77.11,3,0.1856,725.2535192066666,410.7842030070786,56.64,3,0.1711,546.67007104,402.4357915289933,73.62,3,0.1294,523.0206142449999,674,4.3041,True,4.1964,True,3.7892,True,3,Medium
G3IGE3,Olfactory receptor OS=Cricetulus griseus OX=10029 GN=H671_3g10116 PE=3 SV=1,UNKNOWN,1,27.920355795,12.935706396,4.436025665,715.7396857,639.1065227,922.6320042,1290.665077,1082.5998918999999,1503.2354283,602.4177651,688.1258892,1024.7536098,149980.536284,35946,0.004073232941267172,0.001867568925942209,0.0006404430831236164,0.12872160479827452,0.10498418123373644,0.15973342538323132,0.216271127364284,0.18068092401731753,0.2624299718959453,0.10176188650576713,0.11577120372889123,0.18171098318401047,Cricetulus griseus,unknown,15.097362618666667,11.890458722541009,78.76,3,0.0022,759.1594042,146.665021838597,19.32,3,0.1311,1292.1667990666667,210.32178916484875,16.28,3,0.2198,771.7657547,223.24563098806485,28.93,3,0.1331,709.5473301463334,604,5.5614,True,6.3279,True,5.5851,True,3,Medium
G3IL84,"Oligoribonuclease, mitochondrial OS=Cricetulus griseus OX=10029 GN=I79_024646 PE=3 SV=1",UNKNOWN,1,440.0400376,497.0270806,543.2645458,234.49210935,346.6411894,395.54849160000003,312.02066130000003,320.9264954,451.7852491,343.1536688,387.9612584,459.2335438,149980.536284,22994,0.10035673767385886,0.11217668050618124,0.12261225949896917,0.06592659163462314,0.08901574372420262,0.10705404097207259,0.08173430630142092,0.08373093483141109,0.12329757106951046,0.09061749830609941,0.1020368525173599,0.12730086863471635,Cricetulus griseus,unknown,493.44388799999996,51.705456435365555,10.48,3,0.1117,325.5605967833333,82.57168464229689,25.36,3,0.0873,361.5774686,78.24903333144961,21.64,3,0.0963,396.7828236666667,58.54057870673514,14.75,3,0.1067,394.3411942625,728,-0.5985,False,-0.4475,False,-0.3138,False,0,Trace
Q9JI68,Origin recognition complex subunit 2 OS=Cricetulus griseus OX=10029 GN=I79_014619 PE=2 SV=1,ORC2,1,2298.044132,2199.3772111999997,2804.487516,2135.4423195,2497.8754789,3412.1588039999997,2385.4422654,2541.0324854,3377.5089470000003,5155.396864,5439.582182,7450.886947999999,149980.536284,65680,0.18348226372072013,0.173781537846592,0.22159370885548843,0.21018495125409437,0.22456332294498457,0.323306138722444,0.21876171570521544,0.2320983038217768,0.32270104014842355,0.47661412369849393,0.5008591587862774,0.7230812850396837,Cricetulus griseus,orc2,2433.9696197333333,324.6481540151519,13.34,3,0.193,2681.825534133333,657.9357586905953,24.53,3,0.2527,2767.9945659333334,533.5568523458616,19.28,3,0.2579,6015.288664666667,1251.3581210324642,20.8,3,0.5669,3474.7695961166664,283,0.1398,False,0.1855,False,1.305,True,1,Low
G3H2U8,OTU domain-containing protein 7B OS=Cricetulus griseus OX=10029 GN=I79_004551 PE=4 SV=1,OTUD7B,1,1204.2878516,1641.4600162,2182.8107406,2857.9564680000003,2361.602661,3218.9024600000002,5872.579885,8196.791102,7594.760318000001,12233.69538,13670.389821,14127.444278,149980.536284,91993,0.06865060872420979,0.09260034096863144,0.12313977608634176,0.20083885868516538,0.15158395464465818,0.2177563831402321,0.3845118303365457,0.5345446393903359,0.5180793615241339,0.8074968359577672,0.8986888187867532,0.978861195727214,Cricetulus griseus,otud7b,1676.1862027999998,490.1848550302835,29.24,3,0.0948,2812.820529666667,430.42847958549754,15.3,3,0.1901,7221.377101666666,1206.25483003664,16.7,3,0.479,13343.843159666669,988.2033007888688,7.41,3,0.895,6263.556748450001,197,0.7465,False,2.1064,True,2.9922,True,2,Medium
G3IEJ8,Outer dense fiber protein 2-like OS=Cricetulus griseus OX=10029 GN=I79_022145 PE=4 SV=1,ODF2L,1,2036.6508274,2851.867479,2801.319817,2399.583143,2505.342568,2697.605244,2904.330464,3141.729271,3374.5177830000002,2715.64347,2906.439252,3654.150229,149980.536284,72986,0.14633421569914273,0.20278080249514563,0.19918663287117433,0.21254121400064574,0.2026883280623626,0.2300152835413616,0.23968564391932048,0.25824034248963934,0.29014103741924413,0.2259285619674289,0.2408268519525109,0.3191237499532031,Cricetulus griseus,odf2l,2563.279374466667,456.7734520225292,17.82,3,0.1828,2534.176985,151.08891711145117,5.96,3,0.2151,3140.192506000001,235.09742655354796,7.49,3,0.2627,3092.077650333333,496.0291779462121,16.04,3,0.262,2832.4316289500002,315,-0.0165,False,0.2928,False,0.2705,False,0,Trace
G3IIA2,Oviduct-specific glycoprotein (Fragment) OS=Cricetulus griseus OX=10029 GN=I79_023570 PE=4 SV=1,UNKNOWN,1,164.66281254,156.90396538,159.42751783,88.52770941,94.83927205,102.10435984,57.68927493,54.89109283,57.83760189,115.74271795,118.02964848,139.80016695,149980.536284,67454,0.012801377064204417,0.012071556478257474,0.012265708396931054,0.0084843472724873,0.008301980120394192,0.009420076682186928,0.005151372169281103,0.004881902060579493,0.005380709810139756,0.010418949119267095,0.010581972455567336,0.01321028761259736,Cricetulus griseus,unknown,160.33143191666667,3.95761579996289,2.47,3,0.0124,95.15711376666667,6.793903645345952,7.14,3,0.0087,56.80598988333333,1.6600070076400977,2.92,3,0.0051,124.52417779333332,13.278719680308404,10.66,3,0.0114,109.20467834,917,-0.7466,False,-1.4807,True,-0.3621,False,1,Trace
G3HG51,p2Y purinoceptor 12 OS=Cricetulus griseus OX=10029 GN=I79_009570 PE=4 SV=1,P2RY12,1,780.260248,520.7350775,667.1294732,373.7241615,376.14010766999996,399.5912187,244.90993053,234.78009333,338.28041989999997,197.78229411,220.09988752,474.0514151,149980.536284,39513,0.10355434976443695,0.06839335184884647,0.08762079368333545,0.061144597286683276,0.056209642820899665,0.06293522524180353,0.03733377843331576,0.03564643970990912,0.053724682519061526,0.030393824712737515,0.03368705436909869,0.07647116988223146,Cricetulus griseus,p2ry12,656.0415995666667,130.11738637493877,19.83,3,0.0865,383.15182929,14.288083919976822,3.73,3,0.0601,272.65681458666666,57.056959094967,20.93,3,0.0422,297.31119891,153.4677384927186,51.62,3,0.0469,402.2903605883334,726,-0.7743,False,-1.2636,True,-1.1392,True,2,Medium
G3IET9,Paired box protein Pax-8 OS=Cricetulus griseus OX=10029 GN=I79_022243 PE=4 SV=1,UNKNOWN,1,1702.7618618000001,1601.1552216999999,908.0581301,340.66172898,268.47014799,370.3684422,193.53131793,168.82764721,205.67064786999998,161.96898227,185.57395794,241.82346972,149980.536284,48378,0.1845758483503499,0.1717602190309651,0.09740983335346333,0.04552210680319127,0.03276795039896205,0.04764352918538438,0.024095664024397813,0.020935847755692058,0.026678499966027922,0.020329275061311443,0.023198096018872932,0.03186125139943975,Cricetulus griseus,unknown,1403.9917378666667,432.48535791683076,30.8,3,0.1512,326.50010639,52.40447744719081,16.05,3,0.042,189.34320433666667,18.775167003549853,9.92,3,0.0239,196.45546997666665,41.024264400823114,20.88,3,0.0251,529.0726296425,668,-2.101,True,-2.8839,True,-2.831,True,3,Medium
G3H067,Palmitoyltransferase OS=Cricetulus griseus OX=10029 GN=I79_003542 PE=3 SV=1,UNKNOWN,1,5.067400808,2.952435864,3.425103091,90.56308553,100.05286886,130.44530396,128.69707479,128.91827798999998,165.59429885,111.81229669999999,126.02286494,176.43172132,149980.536284,85229,0.00031179326693843207,0.00017977534825749318,0.00020855630041294654,0.006869272345439305,0.006931757142094865,0.009524866905387378,0.009095296011245233,0.009074485196236019,0.012192562458039317,0.00796599673963008,0.008942216428939312,0.013194762264321199,Cricetulus griseus,unknown,3.8149799210000004,1.110077535812417,29.1,3,0.0002,107.02041945,20.83405643754271,19.47,3,0.0078,141.06988387666664,21.2390543587071,15.06,3,0.0101,138.08896098666665,33.957480985940414,24.59,3,0.01,97.49856105858333,931,4.4876,True,4.8829,True,4.8523,True,3,Medium
